Mod:Item:MetaData, Localized Name
extracells:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Primal Mana
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Platinum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Iridium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Invar
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Constantan
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Signalum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lumium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Enderium
extracells:pattern.fluid:0, ME Fluid Pattern: Blood
extracells:pattern.fluid:0, ME Fluid Pattern: Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Plant Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Ethanol
extracells:pattern.fluid:0, ME Fluid Pattern: Biodiesel
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Concrete
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium
extracells:pattern.fluid:0, ME Fluid Pattern: Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Gasoline
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Bacterial Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Methane Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Atmospheric Gases
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Methane
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: CO2 Gas
extracells:pattern.fluid:0, ME Fluid Pattern: Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Argon
extracells:pattern.fluid:0, ME Fluid Pattern: Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Sulphuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Evil Infused Iron
extracells:pattern.fluid:0, ME Fluid Pattern: Enchanted Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Demon Metal
extracells:pattern.fluid:0, ME Fluid Pattern: Mutagen
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid DNA
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Fire Dragonsteel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ice Dragonsteel
extracells:pattern.fluid:0, ME Fluid Pattern: Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Latex
extracells:pattern.fluid:0, ME Fluid Pattern: Sewage
extracells:pattern.fluid:0, ME Fluid Pattern: Sludge
extracells:pattern.fluid:0, ME Fluid Pattern: Biofuel
extracells:pattern.fluid:0, ME Fluid Pattern: Pink Slime
extracells:pattern.fluid:0, ME Fluid Pattern: Protein
extracells:pattern.fluid:0, ME Fluid Pattern: Raw Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Fermented Ore Meat
extracells:pattern.fluid:0, ME Fluid Pattern: Menril Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Chorus
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Soulium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Base Essence
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Inferium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Prudentium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Intermedium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Superium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Supremium
extracells:pattern.fluid:0, ME Fluid Pattern: Deuterium
extracells:pattern.fluid:0, ME Fluid Pattern: Tritium
extracells:pattern.fluid:0, ME Fluid Pattern: Helium-3
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron-10
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron-11
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-6
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium-7
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Ferroboron
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Tough Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Hard Carbon
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manganese
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Manganese Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sulfur
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Arsenic
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Helium
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Nitrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Plasma
extracells:pattern.fluid:0, ME Fluid Pattern: Neutron Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Methanol
extracells:pattern.fluid:0, ME Fluid Pattern: RadAway Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Slow-Acting RadAway Fluid
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorine
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Carbon Monoxide
extracells:pattern.fluid:0, ME Fluid Pattern: Ethylene
extracells:pattern.fluid:0, ME Fluid Pattern: Fluoromethane
extracells:pattern.fluid:0, ME Fluid Pattern: Ammonia
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen Difluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Diborane
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Dioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfur Trioxide
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrofluoric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Boric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Sulfuric Acid
extracells:pattern.fluid:0, ME Fluid Pattern: Boron Nitride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Fluorite Water
extracells:pattern.fluid:0, ME Fluid Pattern: Calcium Sulfate Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Fluoride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium Fluoride Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Sodium Hydroxide Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Potassium Hydroxide Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Borax Solution
extracells:pattern.fluid:0, ME Fluid Pattern: Corium
extracells:pattern.fluid:0, ME Fluid Pattern: Chocolate Liquor
extracells:pattern.fluid:0, ME Fluid Pattern: Cocoa Butter
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Unsweetened Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Dark Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Milk Chocolate
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sugar
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Gelatin
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrated Gelatin
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Marshmallow
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Lithium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Beryllium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Mixture
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sodium Hydroxide
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Potassium Hydroxide
extracells:pattern.fluid:0, ME Fluid Pattern: High Pressure Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Exhaust Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Low Pressure Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Low Quality Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Preheated Water
extracells:pattern.fluid:0, ME Fluid Pattern: Condensate Water
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Sodium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Potassium
extracells:pattern.fluid:0, ME Fluid Pattern: Eutectic NaK Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Eutectic NaK Alloy
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Boron Arsenide
extracells:pattern.fluid:0, ME Fluid Pattern: Silicon Carbide Vapor
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Alugentum
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Alumina
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Thorium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Thorium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Thorium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Thorium-230
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Thorium-230 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Thorium-230 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-233
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-233 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-233 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-235
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-235 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-235 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-238
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Uranium-238 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Uranium-238 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-236
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-236 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Neptunium-236 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-237
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Neptunium-237 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Neptunium-237 
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-238
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-238 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-238 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-239
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-239 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-239 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-241
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-241 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-241 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-242
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Plutonium-242 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Plutonium-242 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-241
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-241 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Americium-241 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-242
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-242 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Americium-242 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-243
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Americium-243 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Americium-243 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-243
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-243 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Curium-243 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-245
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-245 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Curium-245 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-246
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-246 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Curium-246 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-247
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Curium-247 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Curium-247 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-247
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-247 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Berkelium-247 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-248
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Berkelium-248 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Berkelium-248 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-249
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-249 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Californium-249 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-250
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-250 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Californium-250 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-251
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-251 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Californium-251 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-252
extracells:pattern.fluid:0, ME Fluid Pattern: Molten Californium-252 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of Californium-252 Fluoride
extracells:pattern.fluid:0, ME Fluid Pattern: Molten TBU Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of TBU Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-233 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-235 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEN-236 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEN-236 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-239 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEP-239 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-241 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEP-241 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEA-242 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HEA-242 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-243 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECm-243 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of LECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-245 Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten FLiBe Salt Solution of HECm-245 Fluoride Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Molten LECm-247 Fuel
